,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
472628,576693,23086,ZINC  STAR T-LIGHT HOLDER ,144,2011-11-16 12:22:00,1.04,13199.0,United Kingdom
472829,576736,84949,SILVER HANGING T-LIGHT HOLDER,144,2011-11-16 12:42:00,1.45,13089.0,United Kingdom
472943,576775,85099B,JUMBO BAG RED RETROSPOT,200,2011-11-16 13:21:00,1.79,13629.0,United Kingdom
473284,576791,22792,FLUTED ANTIQUE CANDLE HOLDER,144,2011-11-16 13:59:00,0.72,17896.0,United Kingdom
473285,576791,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,144,2011-11-16 13:59:00,1.06,17896.0,United Kingdom
473320,576827,21787,RAIN PONCHO RETROSPOT,720,2011-11-16 14:28:00,0.85,12901.0,United Kingdom
474648,576844,23220,REINDEER HEART DECORATION GOLD,144,2011-11-16 15:33:00,0.72,16713.0,United Kingdom
474655,576844,23327,HANGING CLEAR MINI BOTTLE,192,2011-11-16 15:33:00,0.55,16713.0,United Kingdom
474674,576844,23221,REINDEER HEART DECORATION SILVER,144,2011-11-16 15:33:00,0.72,16713.0,United Kingdom
475773,576912,23084,RABBIT NIGHT LIGHT,120,2011-11-17 10:01:00,1.79,13756.0,United Kingdom
476466,577021,21479,WHITE SKULL HOT WATER BOTTLE ,300,2011-11-17 12:39:00,3.75,12931.0,United Kingdom
476467,577021,23203,JUMBO BAG VINTAGE DOILY ,150,2011-11-17 12:39:00,1.79,12931.0,United Kingdom
476468,577021,23215,JINGLE BELL HEART ANTIQUE SILVER,456,2011-11-17 12:39:00,1.79,12931.0,United Kingdom
476661,577029,20668,DISCO BALL CHRISTMAS DECORATION,120,2011-11-17 12:59:00,0.12,15563.0,United Kingdom
476671,577030,85230B,CINNAMON SCENTED VOTIVE CANDLE,144,2011-11-17 12:59:00,0.21,14060.0,United Kingdom
476973,577041,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,144,2011-11-17 13:32:00,1.06,15864.0,United Kingdom
476984,577044,22584,PACK OF 6 PANETTONE GIFT BOXES,144,2011-11-17 13:45:00,2.1,17428.0,United Kingdom
477647,577064,22998,TRAVEL CARD WALLET KEEP CALM,480,2011-11-17 14:43:00,0.36,16656.0,United Kingdom
478468,577083,21495,SKULLS AND CROSSBONES WRAP,200,2011-11-17 15:34:00,0.36,15287.0,United Kingdom
478681,577102,21915,John Lewis,200,2011-11-17 17:01:00,0.0,,United Kingdom
479163,577145,20832,check,110,2011-11-18 09:35:00,0.0,,United Kingdom
479179,577148,85175,CACTI T-LIGHT CANDLES,192,2011-11-18 09:43:00,0.36,13941.0,United Kingdom
479186,577150,20724,RED RETROSPOT CHARLOTTE BAG,126,2011-11-18 09:48:00,2.46,,United Kingdom
479219,577150,22355,CHARLOTTE BAG SUKI DESIGN,219,2011-11-18 09:48:00,2.46,,United Kingdom
480212,577289,22564,ALPHABET STENCIL CRAFT,216,2011-11-18 12:39:00,1.06,12931.0,United Kingdom
480213,577289,22197,POPCORN HOLDER,300,2011-11-18 12:39:00,0.72,12931.0,United Kingdom
480369,577298,22153,ANGEL DECORATION STARS ON DRESS,288,2011-11-18 12:49:00,0.36,14299.0,United Kingdom
480546,577310,21891,TRADITIONAL WOODEN SKIPPING ROPE,144,2011-11-18 13:15:00,1.25,13516.0,United Kingdom
480547,577310,21892,TRADITIONAL WOODEN CATCH CUP GAME ,144,2011-11-18 13:15:00,1.06,13516.0,United Kingdom
480548,577310,21914,BLUE HARMONICA IN BOX ,120,2011-11-18 13:15:00,1.25,13516.0,United Kingdom
480549,577310,23371,SET 36 COLOUR PENCILS SPACEBOY ,128,2011-11-18 13:15:00,1.06,13516.0,United Kingdom
480550,577310,23372,SET 36 COLOUR PENCILS DOLLY GIRL,128,2011-11-18 13:15:00,1.06,13516.0,United Kingdom
480904,577321,21811,HANGING HEART WITH BELL,140,2011-11-18 13:44:00,0.39,15311.0,United Kingdom
480914,577322,21499,BLUE POLKADOT WRAP,200,2011-11-18 13:45:00,0.36,17888.0,United Kingdom
481039,577334,23215,JINGLE BELL HEART ANTIQUE SILVER,156,2011-11-18 14:42:00,1.79,15368.0,United Kingdom
481506,577358,23084,RABBIT NIGHT LIGHT,279,2011-11-18 15:59:00,4.13,,United Kingdom
481933,577393,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-11-18 17:06:00,1.45,14031.0,United Kingdom
481935,577393,22988,SOLDIERS EGG CUP ,144,2011-11-18 17:06:00,1.06,14031.0,United Kingdom
482003,577402,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,120,2011-11-20 10:11:00,2.55,15465.0,United Kingdom
482976,577487,71459,HANGING JAM JAR T-LIGHT HOLDERS,288,2011-11-20 12:00:00,0.72,15061.0,United Kingdom
484295,577529,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-11-20 13:47:00,0.21,17523.0,United Kingdom
485337,577596,84988,SET OF 72 PINK HEART PAPER DOILIES,312,2011-11-21 08:02:00,1.25,18080.0,United Kingdom
485473,577605,84946,ANTIQUE SILVER T-LIGHT GLASS,144,2011-11-21 09:02:00,1.06,13199.0,United Kingdom
485477,577605,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2011-11-21 09:02:00,0.72,13199.0,United Kingdom
486212,577718,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2011-11-21 12:19:00,0.9,16013.0,United Kingdom
486220,577719,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,168,2011-11-21 12:20:00,3.29,16013.0,United Kingdom
486228,577720,71477,COLOURED GLASS STAR T-LIGHT HOLDER,240,2011-11-21 12:21:00,3.29,16013.0,United Kingdom
486335,577727,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,120,2011-11-21 12:43:00,2.55,15671.0,United Kingdom
486438,577732,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-11-21 13:09:00,0.21,15093.0,United Kingdom
486729,577746,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,120,2011-11-21 14:17:00,0.29,15274.0,United Kingdom
486762,577747,82551,LAUNDRY 15C METAL SIGN,192,2011-11-21 14:21:00,1.25,17450.0,United Kingdom
486763,577747,82583,HOT BATHS METAL SIGN,240,2011-11-21 14:21:00,2.39,17450.0,United Kingdom
486764,577747,21175,GIN + TONIC DIET METAL SIGN,240,2011-11-21 14:21:00,2.67,17450.0,United Kingdom
486903,577754,47566,PARTY BUNTING,150,2011-11-21 14:47:00,4.15,18139.0,United Kingdom
486912,577754,23298,SPOTTY BUNTING,150,2011-11-21 14:47:00,4.15,18139.0,United Kingdom
487878,577783,47566,PARTY BUNTING,150,2011-11-21 16:20:00,4.15,18139.0,United Kingdom
487887,577783,23298,SPOTTY BUNTING,150,2011-11-21 16:20:00,4.15,18139.0,United Kingdom
488268,577805,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,200,2011-11-22 08:19:00,2.55,13881.0,United Kingdom
488269,577805,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,200,2011-11-22 08:19:00,2.55,13881.0,United Kingdom
488271,577805,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,2011-11-22 08:19:00,0.42,13881.0,United Kingdom
488313,577810,22197,POPCORN HOLDER,1000,2011-11-22 08:44:00,0.72,17949.0,United Kingdom
488439,577822,22804,PINK HANGING HEART T-LIGHT HOLDER,320,2011-11-22 09:34:00,1.0,14607.0,United Kingdom
488440,577822,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,600,2011-11-22 09:34:00,1.74,14607.0,United Kingdom
488443,577823,23084,RABBIT NIGHT LIGHT,120,2011-11-22 09:40:00,1.79,16107.0,United Kingdom
488633,577844,22355,CHARLOTTE BAG SUKI DESIGN,180,2011-11-22 10:41:00,2.46,,United Kingdom
488799,577852,79321,CHILLI LIGHTS,480,2011-11-22 11:08:00,4.65,16532.0,United Kingdom
489198,577959,85107,check?,374,2011-11-22 12:11:00,0.0,,United Kingdom
489756,578025,21495,SKULLS AND CROSSBONES WRAP,200,2011-11-22 13:28:00,0.36,16722.0,United Kingdom
489810,578027,21819,GLITTER CHRISTMAS STAR ,108,2011-11-22 13:29:00,0.39,15977.0,United Kingdom
489811,578027,21818,GLITTER HEART DECORATION,108,2011-11-22 13:29:00,0.39,15977.0,United Kingdom
489814,578027,21810,CHRISTMAS HANGING STAR WITH BELL,144,2011-11-22 13:29:00,0.39,15977.0,United Kingdom
489995,578035,22152,PLACE SETTING WHITE STAR,192,2011-11-22 14:00:00,0.42,16422.0,United Kingdom
490434,578055,85172,HYACINTH BULB T-LIGHT CANDLES,192,2011-11-22 15:00:00,0.42,13986.0,United Kingdom
490502,578060,M,Manual,1600,2011-11-22 15:22:00,0.25,17857.0,United Kingdom
490503,578060,23507,MINI PLAYING CARDS BUFFALO BILL ,800,2011-11-22 15:22:00,0.36,17857.0,United Kingdom
490504,578060,23510,MINI PLAYING CARDS GYMKHANA,800,2011-11-22 15:22:00,0.36,17857.0,United Kingdom
492402,578116,22197,POPCORN HOLDER,200,2011-11-23 09:51:00,0.72,13078.0,United Kingdom
492510,578125,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,160,2011-11-23 10:31:00,2.55,17511.0,United Kingdom
492511,578125,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,160,2011-11-23 10:31:00,2.55,17511.0,United Kingdom
492513,578125,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,240,2011-11-23 10:31:00,0.29,17511.0,United Kingdom
492514,578125,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,240,2011-11-23 10:31:00,0.29,17511.0,United Kingdom
492515,578125,20668,DISCO BALL CHRISTMAS DECORATION,288,2011-11-23 10:31:00,0.1,17511.0,United Kingdom
492519,578125,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,2011-11-23 10:31:00,0.72,17511.0,United Kingdom
492534,578125,23691,WRAP KEEP CALM BIRTHDAY,200,2011-11-23 10:31:00,0.36,17511.0,United Kingdom
492537,578125,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,192,2011-11-23 10:31:00,0.72,17511.0,United Kingdom
492550,578125,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-11-23 10:31:00,0.55,17511.0,United Kingdom
492551,578125,23078,ICE CREAM PEN LIP GLOSS ,240,2011-11-23 10:31:00,1.04,17511.0,United Kingdom
492552,578125,23077,DOUGHNUT LIP GLOSS ,200,2011-11-23 10:31:00,1.04,17511.0,United Kingdom
492553,578125,21592,RETROSPOT CIGAR BOX MATCHES ,144,2011-11-23 10:31:00,1.06,17511.0,United Kingdom
493284,578220,22791,T-LIGHT GLASS FLUTED ANTIQUE,144,2011-11-23 11:49:00,1.06,16525.0,United Kingdom
493357,578230,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,120,2011-11-23 11:58:00,2.1,15189.0,United Kingdom
493748,578249,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,120,2011-11-23 12:42:00,3.81,16660.0,United Kingdom
493877,578252,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,160,2011-11-23 12:48:00,2.55,16079.0,United Kingdom
494203,578263,22944,CHRISTMAS METAL POSTCARD WITH BELLS,144,2011-11-23 13:27:00,0.39,17422.0,United Kingdom
494691,578270,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,108,2011-11-23 13:39:00,1.24,14096.0,United Kingdom
494970,578286,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,312,2011-11-23 13:57:00,0.29,18084.0,United Kingdom
495853,578330,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-11-24 08:28:00,0.21,17523.0,United Kingdom
495854,578330,22310,IVORY KNITTED MUG COSY ,150,2011-11-24 08:28:00,1.45,17523.0,United Kingdom
495931,578341,21703,BAG 125g SWIRLY MARBLES,288,2011-11-24 09:13:00,0.42,16966.0,United Kingdom
496558,578345,75049L,LARGE CIRCULAR MIRROR MOBILE,192,2011-11-24 09:23:00,0.85,15270.0,United Kingdom
496561,578346,75049L,LARGE CIRCULAR MIRROR MOBILE,192,2011-11-24 09:24:00,0.85,15270.0,United Kingdom
497284,578358,22197,POPCORN HOLDER,200,2011-11-24 10:35:00,0.72,15482.0,United Kingdom
497287,578358,22804,PINK HANGING HEART T-LIGHT HOLDER,160,2011-11-24 10:35:00,2.55,15482.0,United Kingdom
497293,578358,21135,VICTORIAN  METAL POSTCARD SPRING,288,2011-11-24 10:35:00,0.4,15482.0,United Kingdom
497363,578365,22804,PINK HANGING HEART T-LIGHT HOLDER,160,2011-11-24 10:46:00,1.0,15482.0,United Kingdom
497367,578365,21135,VICTORIAN  METAL POSTCARD SPRING,288,2011-11-24 10:46:00,0.4,15482.0,United Kingdom
497639,578433,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-11-24 12:21:00,1.45,17671.0,United Kingdom
498165,578512,23310,BUBBLEGUM RING ASSORTED,180,2011-11-24 13:28:00,0.36,15187.0,United Kingdom
499593,578678,22161,HEART DECORATION RUSTIC HANGING ,128,2011-11-24 19:59:00,0.19,17841.0,United Kingdom
499619,578679,16014,SMALL CHINESE STYLE SCISSOR,500,2011-11-25 08:12:00,0.32,15117.0,United Kingdom
499772,578689,23084,RABBIT NIGHT LIGHT,120,2011-11-25 09:31:00,1.79,15793.0,United Kingdom
499786,578692,23157,check,212,2011-11-25 09:38:00,0.0,,United Kingdom
500017,578704,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2011-11-25 11:12:00,2.55,18172.0,United Kingdom
500167,578746,20724,RED RETROSPOT CHARLOTTE BAG,117,2011-11-25 11:36:00,2.46,,United Kingdom
500191,578746,22355,CHARLOTTE BAG SUKI DESIGN,208,2011-11-25 11:36:00,2.46,,United Kingdom
500532,578785,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-11-25 12:01:00,1.45,13525.0,United Kingdom
500655,578793,21137,BLACK RECORD COVER FRAME,480,2011-11-25 12:21:00,3.39,16210.0,United Kingdom
500743,578807,22585,PACK OF 6 BIRDY GIFT TAGS,144,2011-11-25 13:10:00,1.06,17491.0,United Kingdom
501127,578819,23275,SET OF 3 HANGING OWLS OLLIE BEAK,192,2011-11-25 13:52:00,1.04,15311.0,United Kingdom
502122,578841,84826,ASSTD DESIGN 3D PAPER STICKERS,12540,2011-11-25 15:57:00,0.0,13256.0,United Kingdom
504534,578951,23084,RABBIT NIGHT LIGHT,192,2011-11-27 14:40:00,1.79,15514.0,United Kingdom
505303,579008,84978,HANGING HEART JAR T-LIGHT HOLDER,108,2011-11-28 09:12:00,1.06,17739.0,United Kingdom
506025,579122,22594,CHRISTMAS GINGHAM TREE,144,2011-11-28 12:05:00,0.72,12971.0,United Kingdom
506358,579138,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,192,2011-11-28 12:54:00,0.29,13590.0,United Kingdom
506359,579138,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,120,2011-11-28 12:54:00,0.29,13590.0,United Kingdom
506373,579139,85152,HAND OVER THE CHOCOLATE   SIGN ,192,2011-11-28 12:55:00,1.49,18102.0,United Kingdom
506693,579150,23225,CHERUB HEART DECORATION SILVER ,144,2011-11-28 13:25:00,0.72,13408.0,United Kingdom
506977,579163,22759,SET OF 3 NOTEBOOKS IN PARCEL,144,2011-11-28 13:59:00,1.45,15838.0,United Kingdom
507304,579174,20992,JAZZ HEARTS PURSE NOTEBOOK,192,2011-11-28 14:39:00,0.39,13266.0,United Kingdom
507377,579180,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,2011-11-28 15:09:00,0.42,13881.0,United Kingdom
507379,579181,23301,GARDENERS KNEELING PAD KEEP CALM ,144,2011-11-28 15:10:00,1.45,13881.0,United Kingdom
507987,579189,21166,COOK WITH WINE METAL SIGN ,240,2011-11-28 15:34:00,1.85,16684.0,United Kingdom
507988,579189,82600,N0 SINGING METAL SIGN,288,2011-11-28 15:34:00,1.85,16684.0,United Kingdom
507998,579191,22030,SWALLOWS GREETING CARD,600,2011-11-28 15:35:00,0.36,16684.0,United Kingdom
508563,579249,21181,PLEASE ONE PERSON METAL SIGN,288,2011-11-28 16:32:00,2.39,17450.0,United Kingdom
508564,579249,82600,N0 SINGING METAL SIGN,192,2011-11-28 16:32:00,2.39,17450.0,United Kingdom
508579,579251,22470,HEART OF WICKER LARGE,760,2011-11-28 16:39:00,3.2,17450.0,United Kingdom
508580,579251,22469,HEART OF WICKER SMALL,600,2011-11-28 16:39:00,1.93,17450.0,United Kingdom
508581,579252,21174,POTTERING IN THE SHED METAL SIGN,192,2011-11-28 16:47:00,2.4,17450.0,United Kingdom
508582,579252,21166,COOK WITH WINE METAL SIGN ,240,2011-11-28 16:47:00,2.39,17450.0,United Kingdom
508786,579271,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,139,2011-11-29 09:56:00,5.13,17450.0,United Kingdom
508794,579271,22960,JAM MAKING SET WITH JARS,152,2011-11-29 09:56:00,4.6,17450.0,United Kingdom
508929,579284,22952,60 CAKE CASES VINTAGE CHRISTMAS,168,2011-11-29 10:52:00,0.55,15061.0,United Kingdom
508931,579284,22659,LUNCH BOX I LOVE LONDON,128,2011-11-29 10:52:00,1.65,15061.0,United Kingdom
508936,579284,22467,GUMBALL COAT RACK,108,2011-11-29 10:52:00,2.1,15061.0,United Kingdom
508942,579284,16237,SLEEPING CAT ERASERS,180,2011-11-29 10:52:00,0.16,15061.0,United Kingdom
509041,579291,22355,CHARLOTTE BAG SUKI DESIGN,138,2011-11-29 11:21:00,2.46,,United Kingdom
509552,579350,75049L,LARGE CIRCULAR MIRROR MOBILE,192,2011-11-29 11:48:00,0.85,15218.0,United Kingdom
509767,579400,23309,SET OF 60 I LOVE LONDON CAKE CASES ,240,2011-11-29 12:10:00,0.42,17306.0,United Kingdom
509769,579400,22988,SOLDIERS EGG CUP ,144,2011-11-29 12:10:00,1.06,17306.0,United Kingdom
509771,579400,22616,PACK OF 12 LONDON TISSUES ,432,2011-11-29 12:10:00,0.32,17306.0,United Kingdom
509794,579402,23157,SET OF 6 NATIVITY MAGNETS ,115,2011-11-29 12:14:00,1.85,17306.0,United Kingdom
509819,579405,22560,TRADITIONAL MODELLING CLAY,288,2011-11-29 12:22:00,1.06,14126.0,United Kingdom
510373,579450,84378,SET OF 3 HEART COOKIE CUTTERS,774,2011-11-29 13:59:00,1.25,12901.0,United Kingdom
511518,579505,22197,POPCORN HOLDER,300,2011-11-29 16:31:00,0.72,13078.0,United Kingdom
512976,579525,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,144,2011-11-30 08:23:00,0.29,15113.0,United Kingdom
513189,579538,20668,DISCO BALL CHRISTMAS DECORATION,864,2011-11-30 10:04:00,0.1,14062.0,United Kingdom
514043,579672,23309,SET OF 60 I LOVE LONDON CAKE CASES ,120,2011-11-30 12:41:00,0.42,14005.0,United Kingdom
514044,579672,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-11-30 12:41:00,0.42,14005.0,United Kingdom
514046,579672,21213,PACK OF 72 SKULL CAKE CASES,120,2011-11-30 12:41:00,0.42,14005.0,United Kingdom
514047,579672,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-11-30 12:41:00,0.42,14005.0,United Kingdom
514050,579672,22952,60 CAKE CASES VINTAGE CHRISTMAS,240,2011-11-30 12:41:00,0.42,14005.0,United Kingdom
515704,579784,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480,2011-11-30 15:27:00,0.42,14258.0,United Kingdom
516054,579848,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-11-30 16:23:00,0.21,18179.0,United Kingdom
516498,579920,22791,T-LIGHT GLASS FLUTED ANTIQUE,144,2011-12-01 09:02:00,1.06,16839.0,United Kingdom
516499,579920,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,2011-12-01 09:02:00,0.72,16839.0,United Kingdom
516562,579936,21787,RAIN PONCHO RETROSPOT,1200,2011-12-01 10:07:00,0.65,12901.0,United Kingdom
516799,579954,23309,SET OF 60 I LOVE LONDON CAKE CASES ,120,2011-12-01 11:10:00,0.42,16701.0,United Kingdom
516803,579954,20668,DISCO BALL CHRISTMAS DECORATION,288,2011-12-01 11:10:00,0.1,16701.0,United Kingdom
516845,579986,21107,CREAM SLICE FLANNEL PINK SPOT ,240,2011-12-01 11:18:00,2.55,13777.0,United Kingdom
516847,579986,21232,STRAWBERRY CERAMIC TRINKET BOX,224,2011-12-01 11:18:00,1.06,13777.0,United Kingdom
516851,579986,84029E,RED WOOLLY HOTTIE WHITE HEART.,180,2011-12-01 11:18:00,3.39,13777.0,United Kingdom
517013,580026,22563,HAPPY STENCIL CRAFT,144,2011-12-01 11:59:00,1.06,17381.0,United Kingdom
517014,580026,21790,VINTAGE SNAP CARDS,216,2011-12-01 11:59:00,0.72,17381.0,United Kingdom
517565,580063,21174,POTTERING IN THE SHED METAL SIGN,144,2011-12-01 13:29:00,2.39,17450.0,United Kingdom
517566,580063,21166,COOK WITH WINE METAL SIGN ,288,2011-12-01 13:29:00,2.39,17450.0,United Kingdom
517618,580067,21892,TRADITIONAL WOODEN CATCH CUP GAME ,120,2011-12-01 13:40:00,1.25,16966.0,United Kingdom
517619,580067,21891,TRADITIONAL WOODEN SKIPPING ROPE,108,2011-12-01 13:40:00,1.45,16966.0,United Kingdom
517860,580096,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2011-12-01 14:55:00,0.72,13408.0,United Kingdom
518748,580116,23217,LAUREL HEART ANTIQUE SILVER,144,2011-12-01 16:28:00,1.04,15290.0,United Kingdom
519380,580146,22355,CHARLOTTE BAG SUKI DESIGN,181,2011-12-02 10:07:00,2.46,,United Kingdom
519801,580167,23501,KEY RING BASEBALL BOOT UNION JACK,200,2011-12-02 11:28:00,1.04,17386.0,United Kingdom
519822,580170,22197,POPCORN HOLDER,1000,2011-12-02 11:39:00,0.72,17949.0,United Kingdom
519849,580178,23326,HANGING MINI COLOURED BOTTLES,384,2011-12-02 11:53:00,0.52,16013.0,United Kingdom
519853,580178,71477,COLOURED GLASS STAR T-LIGHT HOLDER,144,2011-12-02 11:53:00,3.16,16013.0,United Kingdom
520002,580235,21891,TRADITIONAL WOODEN SKIPPING ROPE,288,2011-12-02 12:17:00,1.25,16333.0,United Kingdom
520003,580243,21915,RED  HARMONICA IN BOX ,1120,2011-12-02 12:19:00,1.06,16333.0,United Kingdom
520055,580258,82578,KITCHEN METAL SIGN,250,2011-12-02 12:28:00,0.42,13798.0,United Kingdom
520144,580264,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-12-02 12:46:00,1.45,18144.0,United Kingdom
520730,580297,85099B,JUMBO BAG RED RETROSPOT,400,2011-12-02 13:52:00,1.79,15769.0,United Kingdom
520731,580297,22386,JUMBO BAG PINK POLKADOT,300,2011-12-02 13:52:00,1.79,15769.0,United Kingdom
520732,580297,23201,JUMBO BAG ALPHABET,300,2011-12-02 13:52:00,1.79,15769.0,United Kingdom
520733,580297,85099F,JUMBO BAG STRAWBERRY,200,2011-12-02 13:52:00,1.79,15769.0,United Kingdom
520734,580297,22385,JUMBO BAG SPACEBOY DESIGN,200,2011-12-02 13:52:00,1.79,15769.0,United Kingdom
520735,580297,20713,JUMBO BAG OWLS,200,2011-12-02 13:52:00,1.79,15769.0,United Kingdom
521236,580322,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-12-02 15:48:00,1.45,17567.0,United Kingdom
521249,580355,62018,SOMBRERO ,200,2011-12-02 16:04:00,1.25,13953.0,United Kingdom
521375,580363,23582,VINTAGE DOILY JUMBO BAG RED ,1500,2011-12-02 16:32:00,1.79,13868.0,United Kingdom
522973,580490,21912,VINTAGE SNAKES & LADDERS,144,2011-12-04 12:48:00,3.39,15773.0,United Kingdom
523693,580519,22355,CHARLOTTE BAG SUKI DESIGN,177,2011-12-04 14:51:00,2.46,,United Kingdom
524150,580532,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,120,2011-12-04 15:54:00,2.1,13098.0,United Kingdom
526016,580645,23177,TREASURE ISLAND BOOK BOX,490,2011-12-05 13:11:00,1.95,17857.0,United Kingdom
526017,580645,23193,BUFFALO BILL TREASURE BOOK BOX,388,2011-12-05 13:11:00,1.95,17857.0,United Kingdom
526018,580646,M,Manual,800,2011-12-05 13:13:00,0.25,17857.0,United Kingdom
526019,580646,22560,TRADITIONAL MODELLING CLAY,800,2011-12-05 13:13:00,1.06,17857.0,United Kingdom
526142,580652,21592,RETROSPOT CIGAR BOX MATCHES ,288,2011-12-05 13:33:00,0.39,17511.0,United Kingdom
526143,580652,21564,PINK  HEART SHAPE LOVE BUCKET ,300,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
526144,580652,21563,RED HEART SHAPE LOVE BUCKET ,300,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
526145,580652,21705,BAG 500g SWIRLY MARBLES,144,2011-12-05 13:33:00,0.39,17511.0,United Kingdom
526148,580652,22075,6 RIBBONS ELEGANT CHRISTMAS ,144,2011-12-05 13:33:00,0.39,17511.0,United Kingdom
526151,580652,22345,PARTY PIZZA DISH BLUE POLKADOT,144,2011-12-05 13:33:00,0.19,17511.0,United Kingdom
526152,580652,22343,PARTY PIZZA DISH RED RETROSPOT,144,2011-12-05 13:33:00,0.19,17511.0,United Kingdom
526153,580652,22346,PARTY PIZZA DISH GREEN POLKADOT,144,2011-12-05 13:33:00,0.19,17511.0,United Kingdom
526154,580652,22344,PARTY PIZZA DISH PINK POLKADOT,144,2011-12-05 13:33:00,0.19,17511.0,United Kingdom
526155,580652,22438,BALLOON ART MAKE YOUR OWN FLOWERS,200,2011-12-05 13:33:00,0.39,17511.0,United Kingdom
526156,580652,22465,HANGING METAL STAR LANTERN,144,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
526157,580652,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,144,2011-12-05 13:33:00,0.39,17511.0,United Kingdom
526158,580652,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,144,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
526159,580652,22744,MAKE YOUR OWN MONSOON CARD KIT,144,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
526161,580652,22742,MAKE YOUR OWN PLAYTIME CARD KIT,144,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
526162,580652,22754,SMALL RED BABUSHKA NOTEBOOK ,144,2011-12-05 13:33:00,0.21,17511.0,United Kingdom
526163,580652,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,144,2011-12-05 13:33:00,0.39,17511.0,United Kingdom
526167,580652,23302,KNEELING MAT HOUSEWORK  DESIGN,288,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
526168,580652,72799E,IVORY PILLAR CANDLE SILVER FLOCK,144,2011-12-05 13:33:00,0.79,17511.0,United Kingdom
